id,lesson_id,items
65c3333a-7056-4c10-815c-dd7b6e2bdfcb,bc44e0f0-9c4e-4c1e-b7a5-fb6b40f95814,"{""questions"": [""Define climate."", ""What is latitude?"", ""Name a river in Nigeria.""], ""answers"": [""The average weather conditions of a place."", ""Distance north or south of the equator."", ""Niger River""]}"
6e3556b0-b3e5-4b59-8bc7-fc3d355cf34d,3b26e760-18a7-4fa5-901e-1de3dac6bba9,"{""questions"": [""Define marketing."", ""Define brand."", ""Define target audience."", ""What is market research?""], ""answers"": [""The process of promoting and selling products."", ""A name or symbol identifying a product."", ""A specific group of consumers a product is aimed at."", ""Gathering information about consumers and competitors.""]}"
8985273e-249b-4c8a-9f1f-f97f458b3838,370e65f8-fa38-48f0-9511-9c656a2f2a0e,"{""questions"": [""What is an acid?"", ""Define molecule.""], ""answers"": [""A substance that releases hydrogen ions in solution."", ""Two or more atoms bonded together.""]}"
044893e7-1848-4509-9fd3-9314d04efd5f,f614d23e-441e-4d7d-a2a4-cb05d4a76ec1,"{""questions"": [""Define conjunction."", ""Define adverb.""], ""answers"": [""A word that joins words or sentences."", ""A word that modifies a verb, adjective, or another adverb.""]}"
5e7f94ad-a3ae-4805-b699-99c8208a422f,57c39405-8ebf-4493-b982-3fafc3adf15a,"{""questions"": [""Define hygiene."", ""Define first aid.""], ""answers"": [""Practices to maintain health and cleanliness."", ""Immediate care given to a sick or injured person.""]}"
254c96ef-c4ce-42b2-84ba-defeb289f25c,ca98bec5-9c0a-4016-9545-49a167b6b615,"{""questions"": [""Define crop rotation."", ""What is organic farming?""], ""answers"": [""Alternating crops to maintain soil fertility."", ""Farming without synthetic chemicals.""]}"
1c14c58c-32c9-4a7e-80d4-30c2d3459029,eb31e9eb-e205-47cb-88ef-3fab71cf5198,"{""questions"": [""What is 25 \u00f7 5?"", ""What is 15% of 200?""], ""answers"": [""5"", ""30""]}"
1376fa63-fb02-4e38-8df3-3ff311c152e4,0a22a727-c2c5-4ebc-be53-09971ba23474,"{""questions"": [""What is horticulture?"", ""Name one method of soil fertility improvement."", ""Give one benefit of crop rotation.""], ""answers"": [""The art and science of growing fruits, vegetables, flowers, and ornamental plants."", ""Using organic manure or compost."", ""Prevents soil depletion and reduces pests and diseases.""]}"
6497a327-c592-4e43-9c79-e92e4e120947,785c7ae7-0572-47fa-bf98-ac498ed55537,"{""questions"": [""Why is livestock vaccination important?"", ""Define grazing.""], ""answers"": [""It prevents diseases and ensures healthy animals."", ""Allowing animals to feed on grass or pasture.""]}"
67d6aa1c-a663-459c-8c23-210faea9ddf5,74393253-6114-41ce-9ce1-2a51bed8929a,"{""questions"": [""Define energy."", ""What is gravity?"", ""Define mass.""], ""answers"": [""The ability to do work."", ""A force that attracts objects toward each other."", ""The amount of matter in an object.""]}"
cda6fc8e-f647-46f3-bb58-2a14e5151f1f,ba395f75-8d4e-45e2-8154-78e0f8606b32,"{""questions"": [""What is punctuation?"", ""Define adverb.""], ""answers"": [""Marks used to clarify meaning in writing."", ""A word that modifies a verb, adjective, or another adverb.""]}"
3e5d4bae-d0b8-41e5-a780-9b28f46c6b7e,834f4120-f65e-45d6-bf59-dda7df69896c,"{""questions"": [""Define menu."", ""What is seasoning?"", ""Name one kitchen safety rule.""], ""answers"": [""A list of dishes served in a meal."", ""Adding herbs or spices to enhance flavor."", ""Keep knives away from children.""]}"
5c1d99be-ab1f-415a-9af2-fe3d14ad50f4,7555464c-642f-4503-8da5-5d4860d5ec8a,"{""questions"": [""Name three states of matter."", ""What is photosynthesis?""], ""answers"": [""Solid, Liquid, Gas"", ""Process by which plants make food using sunlight, carbon dioxide, and water.""]}"
38f3a8fd-337c-42f2-80fd-f872af4235e1,078d8b28-3538-41ea-9fba-255da55aef5e,"{""questions"": [""Integrate 3x dx."", ""What is cos(0\u00b0)?""], ""answers"": [""3/2 x^2 + C"", ""1""]}"
8213e3c9-49a3-4be0-bf1f-0404c16f9d9b,a19e148a-e81d-4727-87f4-5c668726e619,"{""questions"": [""What is gravity?"", ""Define force."", ""What is velocity?""], ""answers"": [""A force that attracts objects toward each other."", ""A push or pull that changes motion."", ""Speed in a specific direction.""]}"
4f66c5b9-4048-4fc6-b8ca-bd574cb9531f,e7f9556a-9025-47c0-8a54-615f78dbacfa,"{""questions"": [""Who wrote 'Romeo and Juliet'?"", ""Define metaphor.""], ""answers"": [""William Shakespeare"", ""A figure of speech comparing two unlike things without using 'like' or 'as'.""]}"
8f635a27-d787-4708-8ed3-5738a8835bd7,915f6f41-7bad-4e03-b9e8-77b72ce5e8b5,"{""questions"": [""Name one team sport."", ""What is stamina?"", ""Define aerobic exercise.""], ""answers"": [""Football"", ""The ability to sustain physical effort."", ""Exercise that improves oxygen consumption.""]}"
83d12486-8633-4220-b5a7-696c998128bb,b97b36f1-c988-4631-9ac5-e3b2f404bc3f,"{""questions"": [""What is electricity?"", ""Name three states of matter."", ""What is matter?"", ""Define force.""], ""answers"": [""A form of energy caused by the movement of electrons."", ""Solid, Liquid, Gas"", ""Anything that has mass and occupies space."", ""A push or pull that changes the motion of an object.""]}"
126f2eb8-393a-4e9e-bb78-df35970d5bd8,e69ec2c3-1922-4d06-8a38-7f0a3b07ed02,"{""questions"": [""Name one team sport."", ""What is stamina?"", ""What is strength training?"", ""Define aerobic exercise.""], ""answers"": [""Football"", ""The ability to sustain physical effort."", ""Exercises that increase muscle power."", ""Exercise that improves oxygen consumption.""]}"
81b30d3a-c3ec-4e02-a4c4-400c58e22299,865cd38d-8050-4808-90c6-53037e8fbf7f,"{""questions"": [""Translate 'hello' to Hausa."", ""Translate 'house' to Hausa."", ""Translate 'water' to Hausa."", ""What is 'thank you' in Hausa?""], ""answers"": [""Sannu"", ""Gida"", ""Ruwa"", ""Nagode""]}"
7657b7fb-3e2e-4f55-bfc8-c691b3b67f0e,3e76ebde-255f-4093-9a22-9b1484de8438,"{""questions"": [""Simplify: 3x + 4x"", ""Solve for x: 2x + 5 = 15""], ""answers"": [""7x"", ""x = 5""]}"
d1b23bb6-453a-4252-8aea-9158019a31fb,503684fc-2152-45d2-ad3c-e8819260f64f,"{""questions"": [""What is a base?"", ""What is an element?""], ""answers"": [""A substance that releases hydroxide ions in solution."", ""A substance made of one type of atom.""]}"
af09473f-127a-4b39-8990-4bd08e61ea37,afc761a8-96c9-443c-8b28-c98ff86035f9,"{""questions"": [""What is Ramadan?"", ""What is Salah?"", ""Define Zakat."", ""Name one pillar of Islam.""], ""answers"": [""The Islamic month of fasting from dawn to sunset."", ""The Islamic ritual prayer performed five times daily."", ""Almsgiving or charity required of Muslims."", ""Shahada (faith)""]}"
acc11fb3-9090-466b-98e1-f764ff5fea72,c2dbbeb7-e44b-4eb8-90f5-df2ea03419b8,"{""questions"": [""Correct this sentence: 'She go to school.'"", ""What is a verb?"", ""Define adjective."", ""Define a noun.""], ""answers"": [""She goes to school."", ""A word that shows action or state."", ""A word that describes a noun or pronoun."", ""A word that identifies a person, place, or thing.""]}"
3267696c-a359-482b-ad52-f8ef5d63f2a1,3cf79c65-08d5-42ac-9aae-ac42c0b73315,"{""questions"": [""Define energy."", ""What is gravity?""], ""answers"": [""The ability to do work."", ""A force that attracts objects toward each other.""]}"
bc03a291-6c95-41c0-a477-56941a1acfdb,9543787f-5259-4c53-97bd-1448328eb407,"{""questions"": [""Name a cash crop in Nigeria."", ""Define crop rotation."", ""What is irrigation?""], ""answers"": [""Cocoa"", ""Alternating crops to maintain soil fertility."", ""Supplying water to crops.""]}"
d5bdfc73-4653-4b12-ab07-de10dffe55f7,72214202-977b-402c-979a-aba299ffe8aa,"{""questions"": [""What is the Igbo word for 'friend'?"", ""Translate 'house' to Igbo."", ""What is 'thank you' in Igbo?"", ""Translate 'hello' to Igbo.""], ""answers"": [""Enyi"", ""\u1ee4l\u1ecd"", ""Daal\u1ee5"", ""Ndewo""]}"
b0d61afc-c06a-4fd4-8e0b-24b2658eb657,b691323b-144f-4b98-89bc-0e3acd9ce91e,"{""questions"": [""What is a poem?"", ""Who wrote 'Romeo and Juliet'?""], ""answers"": [""A literary work using rhythmic and figurative language."", ""William Shakespeare""]}"
1e11eb6a-8825-43a3-99e4-540f5b7f935e,bce4f45f-a2f5-4652-937a-691c537b8c22,"{""questions"": [""What is vaccination?"", ""Name one nutrient."", ""Define hygiene.""], ""answers"": [""Injection to prevent disease."", ""Protein"", ""Practices to maintain health and cleanliness.""]}"
f5ffce0e-452a-40ac-b306-93b9bc361c77,3130eb21-5237-4dee-8c20-653b753aa39c,"{""questions"": [""Who were the transatlantic slaves?"", ""Who was the first President of Nigeria?""], ""answers"": [""Africans taken to the Americas for labor during the slave trade."", ""Nnamdi Azikiwe""]}"
40c68477-99cd-48f1-a4ad-797f113a072d,face4041-544f-4e7d-a261-23cf43243f97,"{""questions"": [""What is bookkeeping?"", ""Define entrepreneurship.""], ""answers"": [""Recording financial transactions of a business."", ""The process of starting and running a business.""]}"
53eecbe2-a479-43a1-b772-49ba0f9166e6,101e4f6d-61d3-4b08-ade2-95f5b7585032,"{""questions"": [""Define crop rotation."", ""Define compost.""], ""answers"": [""Alternating crops to maintain soil fertility."", ""Decomposed organic matter used as fertilizer.""]}"
01f8f928-0a3a-4cae-9734-5f4b24935844,3ff002bf-32e8-4878-bfe9-ffa1ea0a6c03,"{""questions"": [""What is liability?"", ""Define capital."", ""Define asset.""], ""answers"": [""Obligations owed by a business."", ""Money invested in a business."", ""Resources owned by a business.""]}"
ef0ed7d5-8f6b-4ba1-ad6f-ba32063fa623,5e05a285-3342-415f-9593-4a226ac8a122,"{""questions"": [""Name one pre-vocational skill."", ""Name a simple electrical skill."", ""What is soap making?"", ""Define tailoring.""], ""answers"": [""Cooking"", ""Wiring a bulb"", ""The process of producing soap from fats and oils."", ""The skill of making or altering garments.""]}"
99acc361-8d9d-4d8d-b7fd-b646ef43703c,983f47ec-1006-42ce-a9c7-df9614385dc0,"{""questions"": [""What is hydroponics?"", ""Define grafting."", ""What is horticulture?"", ""Name one method of soil fertility improvement.""], ""answers"": [""Growing plants without soil using nutrient solutions."", ""Joining two plant parts so they grow as one."", ""The art and science of growing fruits, vegetables, flowers, and ornamental plants."", ""Using organic manure or compost.""]}"
9bd4af0a-4428-4e00-b227-2c3e6fea1ce3,6a586cfa-3de4-4f82-9496-94ab7f7ee5d1,"{""questions"": [""Translate 'water' to Igbo."", ""What is the Igbo word for 'friend'?""], ""answers"": [""Mmiri"", ""Enyi""]}"
baba7360-fe0e-417e-bf39-eb22172e5d0d,c62c6a8b-8165-4665-9a05-62ac70409038,"{""questions"": [""What is market research?"", ""Define brand."", ""Define marketing.""], ""answers"": [""Gathering information about consumers and competitors."", ""A name or symbol identifying a product."", ""The process of promoting and selling products.""]}"
aec95a15-0426-4c36-9264-299ac31ae2d1,ae0eb192-a32f-475e-bf80-5cf1a227029b,"{""questions"": [""What is liability?"", ""Define asset."", ""Define capital.""], ""answers"": [""Obligations owed by a business."", ""Resources owned by a business."", ""Money invested in a business.""]}"
8f570191-f2e0-4a17-b476-26e00be03af0,ad79a93c-981f-4b32-aa8c-bda598188493,"{""questions"": [""Translate 'water' to Hausa."", ""Translate 'hello' to Hausa."", ""What is 'thank you' in Hausa?""], ""answers"": [""Ruwa"", ""Sannu"", ""Nagode""]}"
02874efc-1b2d-4885-a701-09aaeca81969,d473e5fb-0300-4c23-993e-4460b52b2ec2,"{""questions"": [""Translate 'water' to Igbo."", ""Translate 'hello' to Igbo."", ""What is 'thank you' in Igbo?"", ""Translate 'house' to Igbo.""], ""answers"": [""Mmiri"", ""Ndewo"", ""Daal\u1ee5"", ""\u1ee4l\u1ecd""]}"
a3873e78-102d-47db-bbe4-8cdacd8b0b56,b1be46cb-ca0c-4ba2-b0a3-121ae6f76ce7,"{""questions"": [""Name one kitchen safety rule."", ""What is baking?"", ""Define menu."", ""Define plating.""], ""answers"": [""Keep knives away from children."", ""Cooking food using dry heat in an oven."", ""A list of dishes served in a meal."", ""Arranging food attractively on a plate.""]}"
9666add9-cdf2-4e41-821d-aeb920666634,269c53fd-91f2-4fdd-ac31-31a30bbfabcb,"{""questions"": [""Who was the first President of Nigeria?"", ""When did Nigeria gain independence?""], ""answers"": [""Nnamdi Azikiwe"", ""1st October 1960""]}"
f3ac6598-7d54-4945-a2bb-099452373706,4fb6677b-d7ce-4e3a-9deb-9700af885e50,"{""questions"": [""Name a color primary in art."", ""Define collage."", ""What is perspective in art?"", ""Define painting.""], ""answers"": [""Red"", ""Art made by assembling different materials onto a surface."", ""Technique to show depth on a flat surface."", ""Applying paint to create artistic expression.""]}"
3813a3ec-9492-4bd0-a86e-e780681a4071,f66b9771-a432-48ac-bed8-15e1d066d507,"{""questions"": [""Name a traditional Nigerian musical instrument."", ""What is sculpture?""], ""answers"": [""Talking drum"", ""The art of shaping materials like clay or stone into a form.""]}"
55637f1e-a218-4863-b173-c7cdb8b00f03,f1cd416a-0fba-4841-9069-a59930595ebc,"{""questions"": [""What is sin(90\u00b0)?"", ""Differentiate x^2."", ""What is cos(0\u00b0)?"", ""Integrate 3x dx.""], ""answers"": [""1"", ""2x"", ""1"", ""3/2 x^2 + C""]}"
a25d29ba-78c9-4ba0-a530-92033bc59037,7555464c-642f-4503-8da5-5d4860d5ec8a,"{""questions"": [""When was the Nigerian Civil War?"", ""What is the capital of Nigeria?"", ""Name one colonial power in Nigeria.""], ""answers"": [""1967\u20131970"", ""Abuja"", ""Britain""]}"
1fb09fc7-1b2b-479f-8f3a-04b7168a3d62,62081986-a891-4d64-ba57-64ac95303f5d,"{""questions"": [""What is the square root of 49?"", ""What is 15 \u00f7 3?"", ""What is 7 \u00d7 6?"", ""Simplify: 3x + 4x""], ""answers"": [""7"", ""5"", ""42"", ""7x""]}"
86020876-14b3-4bfc-95c2-963076edaf82,43be5f30-8112-4f0d-9f0d-05f4d375ad89,"{""questions"": [""What is organic farming?"", ""What is irrigation?""], ""answers"": [""Farming without synthetic chemicals."", ""Supplying water to crops.""]}"
ef5d6196-92dd-4dd0-9f42-37bf5b2b6099,3a875b37-02a2-4a5a-ab30-143e9cbd32b6,"{""questions"": [""Give a synonym for 'happy'."", ""Define a noun.""], ""answers"": [""Joyful"", ""A word that identifies a person, place, or thing.""]}"
bfc7a292-10fc-413d-9858-09478155a849,53304b46-fead-482d-b691-4b671e89c96d,"{""questions"": [""What is import?"", ""Define trade."", ""What is export?"", ""Define retail.""], ""answers"": [""Bringing goods from another country."", ""Buying and selling of goods and services."", ""Sending goods to another country."", ""Selling goods directly to consumers.""]}"
8e8e03bc-4d6b-4c7b-a994-b419c0271695,36ca51b5-ab75-4258-b248-b4619a21f50b,"{""questions"": [""Define software."", ""What is a computer virus?"", ""Define hardware.""], ""answers"": [""Programs that run on a computer."", ""Malicious software that damages systems."", ""Physical components of a computer.""]}"
6e019092-1eae-4825-a510-4022acb61b37,fefb2348-27ff-4750-8fe0-94a54beb7666,"{""questions"": [""Name one pre-vocational skill."", ""Name a simple electrical skill."", ""Define tailoring.""], ""answers"": [""Cooking"", ""Wiring a bulb"", ""The skill of making or altering garments.""]}"
e6c2994c-702d-4da4-87ae-2a8308981934,81a2ac9e-dca5-4514-a5b1-637b342abf5f,"{""questions"": [""When did Nigeria gain independence?"", ""Name one ancient Nigerian kingdom."", ""Who were the transatlantic slaves?""], ""answers"": [""1st October 1960"", ""Oyo Kingdom"", ""Africans taken to the Americas for labor during the slave trade.""]}"
133baa87-7b3b-48be-b314-3379acd20ba1,36f09e6f-45c7-4ea0-bf65-4b3e601b7de4,"{""questions"": [""Define energy."", ""What is velocity?"", ""What is gravity?"", ""Define force.""], ""answers"": [""The ability to do work."", ""Speed in a specific direction."", ""A force that attracts objects toward each other."", ""A push or pull that changes motion.""]}"
41b1125c-9c36-44fe-b502-fbe036d608ee,af1b85cf-5716-47de-9d6e-cf3dd530a14a,"{""questions"": [""What is 'thank you' in Yoruba?"", ""Translate 'hello' to Yoruba."", ""Translate 'house' to Yoruba.""], ""answers"": [""Ese"", ""Bawo"", ""Ile""]}"
0a6843d1-47f4-4725-ad47-f2ef65df8eb0,392ced01-8e76-453c-8721-86bb7a8b74b0,"{""questions"": [""Define tailoring."", ""Name one pre-vocational skill."", ""What is soap making?""], ""answers"": [""The skill of making or altering garments."", ""Cooking"", ""The process of producing soap from fats and oils.""]}"
67fa7dbc-6c43-4db0-9c21-e789601557dc,7440b2fa-f001-4dc0-b6d6-3324ebae76c0,"{""questions"": [""What is the square root of 49?"", ""What is 7 \u00d7 6?""], ""answers"": [""7"", ""42""]}"
9be1da34-4f7f-4f7f-bc44-7c9430e43497,ded2e1ae-b81c-4d44-8365-82de9b5676c9,"{""questions"": [""What is export?"", ""What is import?"", ""Define wholesale.""], ""answers"": [""Sending goods to another country."", ""Bringing goods from another country."", ""Selling goods in bulk to retailers or businesses.""]}"
